ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,IS_PENSIONER,EMPLOYMENT_YEARS,INCOME_PER_FAMILY_MEMBER,INCOME_BAND,TARGET
5008205,M,N,Y,0,57644.93,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Security staff,2,36.2,0,9.3,28822.46,Low,1
5008206,M,Y,N,0,60717.59,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,40.4,0,1.6,30358.8,Low,0
5008207,M,Y,Y,2,79145.47,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,4,61.9,1,0.0,19786.37,Low,1
5008208,M,Y,N,0,102951.51,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,24.6,0,0.0,51475.76,Medium,1
5008209,M,N,Y,0,130004.83,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,2,50.7,1,0.0,65002.42,Medium,1
5008210,M,Y,N,3,71657.87,Working,Higher education,Married,Municipal apartment,1,0,1,Medicine staff,5,32.8,0,1.1,14331.57,Low,0
5008211,F,Y,Y,0,90606.15,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Private service staff,1,44.2,1,0.0,90606.15,Low,1
5008212,M,Y,N,1,74349.7,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,2,49.2,1,0.0,37174.85,Low,1
5008213,F,Y,Y,1,63137.02,Working,Incomplete higher,Married,House / apartment,0,1,0,Medicine staff,3,41.1,0,3.0,21045.67,Low,1
5008214,M,Y,N,0,27967.04,State servant,Secondary / secondary special,Single / not married,Rented apartment,0,1,1,Security staff,1,47.1,0,11.5,27967.04,Low,0
5008215,F,N,Y,3,81061.68,Working,Higher education,Married,House / apartment,0,1,0,High skill tech staff,5,20.0,0,0.4,16212.34,Low,1
5008216,F,Y,Y,0,46381.86,Working,Incomplete higher,Married,House / apartment,0,1,0,Accountants,2,42.5,0,1.2,23190.93,Low,0
5008217,M,N,N,1,113025.82,Working,Secondary / secondary special,Widow,House / apartment,0,0,1,High skill tech staff,3,49.2,0,4.6,37675.27,Medium,0
5008218,M,Y,N,0,47379.05,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,28.9,1,0.0,23689.52,Low,1
5008219,F,N,N,0,55044.19,Working,Secondary / secondary special,Civil marriage,With parents,0,1,0,Security staff,2,37.4,0,24.7,27522.1,Low,0
5008220,F,N,N,4,48485.95,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,6,48.8,0,8.2,8080.99,Low,1
5008221,M,Y,Y,1,95475.1,Working,Secondary / secondary special,Separated,Rented apartment,1,0,0,Core staff,3,43.2,0,1.2,31825.03,Low,1
5008222,M,Y,Y,0,62842.66,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,54.8,1,0.0,31421.33,Low,1
5008223,F,Y,Y,0,97165.63,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,1,0,Cleaning staff,2,33.5,0,2.9,48582.82,Low,1
5008224,M,Y,Y,1,27000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Private service staff,2,44.7,0,45.0,13500.0,Low,0
5008225,F,N,Y,0,198208.78,State servant,Higher education,Married,House / apartment,1,0,0,Core staff,2,38.7,0,9.6,99104.39,Medium,1
5008226,M,N,N,3,44127.71,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Sales staff,4,52.7,0,0.4,11031.93,Low,0
5008227,M,N,Y,2,107402.54,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,3,37.2,1,0.0,35800.85,Medium,1
5008228,F,Y,Y,0,93899.11,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,40.0,0,5.8,46949.56,Low,1
5008229,F,Y,Y,2,104384.49,Pensioner,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,4,47.9,1,0.0,26096.12,Medium,1
5008230,M,Y,Y,3,48586.41,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Cooking staff,5,27.9,0,1.3,9717.28,Low,0
5008231,F,N,Y,0,61729.41,Pensioner,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2,54.9,1,0.0,30864.7,Low,0
5008232,F,N,Y,0,89248.99,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Private service staff,2,22.0,0,4.7,44624.5,Low,1
5008233,F,Y,N,0,73275.03,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2,30.4,0,17.8,36637.52,Low,0
5008234,M,N,Y,0,46412.8,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,39.2,0,6.1,23206.4,Low,1
5008235,F,Y,N,3,97409.75,Working,Higher education,Separated,House / apartment,1,1,0,Laborers,5,20.0,0,0.9,19481.95,Low,1
5008236,F,N,Y,0,229087.87,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Medicine staff,1,29.7,1,0.0,229087.87,High,0
5008237,F,Y,Y,0,59226.4,Commercial associate,Higher education,Widow,House / apartment,0,0,0,High skill tech staff,2,51.0,0,0.8,29613.2,Low,1
5008238,F,N,Y,0,93346.54,Pensioner,Lower secondary,Civil marriage,Municipal apartment,0,0,1,Cooking staff,2,33.6,1,0.0,46673.27,Low,0
5008239,M,Y,N,0,81955.25,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Security staff,2,31.2,0,2.8,40977.62,Low,1
5008240,F,N,N,0,60754.75,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,42.2,0,1.5,30377.38,Low,0
5008241,F,Y,Y,1,109441.12,Pensioner,Higher education,Married,House / apartment,0,0,0,Sales staff,3,47.1,1,0.0,36480.37,Medium,1
5008242,M,Y,Y,1,108695.99,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,3,35.4,0,20.3,36232.0,Medium,1
5008243,M,Y,Y,0,55553.01,Commercial associate,Academic degree,Civil marriage,House / apartment,0,1,0,Drivers,2,46.7,0,0.6,27776.5,Low,0
5008244,M,N,Y,2,149716.35,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,4,52.5,0,12.8,37429.09,Medium,0
5008245,F,N,N,3,73521.93,Working,Higher education,Single / not married,House / apartment,0,1,0,Accountants,4,33.7,0,12.2,18380.48,Low,0
5008246,M,Y,Y,0,125213.97,Working,Higher education,Single / not married,Rented apartment,0,1,0,High skill tech staff,1,54.1,0,1.4,125213.97,Medium,0
5008247,F,N,Y,0,86869.97,Commercial associate,Lower secondary,Married,With parents,0,1,0,Cleaning staff,2,52.2,0,7.6,43434.98,Low,1
5008248,F,N,N,0,74592.19,Working,Lower secondary,Married,Municipal apartment,0,0,1,Accountants,2,56.9,0,4.3,37296.1,Low,1
5008249,F,Y,Y,0,72827.32,Working,Academic degree,Single / not married,Co-op apartment,0,1,0,Cleaning staff,1,38.9,0,8.4,72827.32,Low,0
5008250,F,Y,N,1,102549.93,Working,Incomplete higher,Single / not married,House / apartment,0,0,1,Medicine staff,2,50.2,0,1.7,51274.96,Medium,1
5008251,F,N,N,2,42194.01,Working,Secondary / secondary special,Married,With parents,1,1,0,Drivers,4,58.4,0,2.7,10548.5,Low,0
5008252,M,N,Y,0,88050.27,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2,38.7,0,2.7,44025.14,Low,1
5008253,F,Y,Y,0,140801.8,Working,Lower secondary,Married,Rented apartment,0,1,0,Cleaning staff,2,60.1,0,6.0,70400.9,Medium,0
5008254,M,Y,Y,0,94399.42,State servant,Secondary / secondary special,Married,With parents,0,0,0,Medicine staff,2,43.4,0,3.4,47199.71,Low,1
5008255,F,Y,N,0,30535.66,Pensioner,Incomplete higher,Single / not married,House / apartment,0,1,0,Core staff,1,40.8,1,0.0,30535.66,Low,0
5008256,M,N,N,3,36624.71,Working,Higher education,Single / not married,House / apartment,0,0,0,Medicine staff,4,27.8,0,9.0,9156.18,Low,0
5008257,F,Y,Y,1,73902.73,State servant,Higher education,Married,House / apartment,1,0,0,Medicine staff,3,49.5,0,5.6,24634.24,Low,1
5008258,F,N,N,0,49341.8,Working,Higher education,Widow,House / apartment,1,1,0,Cooking staff,2,62.4,0,4.6,24670.9,Low,1
5008259,F,Y,N,0,114100.77,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2,26.7,0,1.5,57050.38,Medium,0
5008260,M,Y,Y,2,57692.4,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Core staff,3,47.4,0,3.2,19230.8,Low,0
5008261,M,Y,Y,0,96341.88,Working,Higher education,Civil marriage,House / apartment,0,1,0,Managers,2,51.7,0,2.4,48170.94,Low,0
5008262,F,N,N,2,192852.92,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Cleaning staff,4,35.0,0,12.1,48213.23,Medium,1
5008263,M,Y,Y,0,73976.85,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,40.7,1,0.0,36988.43,Low,1
5008264,F,N,N,0,44094.71,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,2,47.3,0,7.0,22047.36,Low,1
5008265,M,Y,N,1,89135.69,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2,24.8,0,4.3,44567.84,Low,0
5008266,F,N,Y,0,84235.06,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,2,42.2,0,1.4,42117.53,Low,1
5008267,M,Y,N,0,82868.96,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0,0,0,Cleaning staff,1,28.2,0,1.3,82868.96,Low,0
5008268,F,N,Y,0,144931.07,Working,Higher education,Single / not married,House / apartment,1,0,0,Medicine staff,1,53.3,0,1.2,144931.07,Medium,1
5008269,F,N,N,0,40413.47,Working,Higher education,Married,Co-op apartment,1,0,1,Core staff,2,49.6,0,7.9,20206.74,Low,0
5008270,M,Y,Y,1,120540.81,Working,Higher education,Married,House / apartment,1,0,0,High skill tech staff,3,36.0,0,0.1,40180.27,Medium,0
5008271,M,Y,N,0,54009.02,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,43.9,0,8.6,54009.02,Low,0
5008272,M,N,N,1,145844.51,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,3,20.0,0,0.5,48614.84,Medium,1
5008273,F,Y,Y,0,27000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,48.5,0,0.1,13500.0,Low,0
5008274,F,N,Y,2,223085.17,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,Sales staff,4,48.4,1,0.0,55771.29,High,1
5008275,F,Y,Y,0,63869.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,High skill tech staff,1,37.1,0,0.2,63869.0,Low,0
5008276,F,N,Y,0,39929.1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,61.3,0,22.7,19964.55,Low,1
5008277,M,N,Y,0,115125.0,Working,Higher education,Separated,House / apartment,0,0,1,High skill tech staff,2,46.4,0,4.6,57562.5,Medium,0
5008278,M,Y,N,0,94449.53,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,45.1,0,1.0,94449.53,Low,0
5008279,M,N,N,0,91729.06,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,56.9,0,14.9,45864.53,Low,1
5008280,M,N,Y,0,116401.36,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Accountants,1,53.5,0,5.6,116401.36,Medium,1
5008281,F,Y,N,4,74473.34,Working,Incomplete higher,Civil marriage,House / apartment,1,0,1,Private service staff,6,38.4,0,1.8,12412.22,Low,1
5008282,F,Y,Y,1,63178.53,Pensioner,Higher education,Married,House / apartment,0,1,0,Medicine staff,3,47.5,1,0.0,21059.51,Low,1
5008283,M,N,N,0,40958.07,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Sales staff,2,56.2,0,14.4,20479.04,Low,0
5008284,F,Y,Y,0,69083.73,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1,52.7,0,33.3,69083.73,Low,1
5008285,F,N,Y,2,56629.04,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4,46.1,0,10.9,14157.26,Low,0
5008286,M,N,Y,2,72825.2,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,4,39.1,0,12.9,18206.3,Low,0
5008287,M,Y,N,3,77378.38,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cleaning staff,5,45.2,0,7.2,15475.68,Low,0
5008288,M,N,Y,2,174326.8,Working,Higher education,Married,House / apartment,1,0,0,Sales staff,4,36.2,0,0.5,43581.7,Medium,1
5008289,F,Y,Y,0,50329.37,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,2,41.3,0,5.1,25164.68,Low,0
5008290,F,N,Y,0,68150.44,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,37.8,0,3.8,34075.22,Low,0
5008291,F,Y,Y,1,58823.44,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,3,37.8,1,0.0,19607.81,Low,1
5008292,M,N,Y,1,36263.09,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,40.2,0,2.8,12087.7,Low,1
5008293,M,N,N,0,313597.1,State servant,Higher education,Married,House / apartment,0,0,0,Laborers,2,56.7,0,0.6,156798.55,High,1
5008294,F,N,Y,0,45795.27,Pensioner,Incomplete higher,Civil marriage,House / apartment,1,1,0,Managers,2,34.9,1,0.0,22897.64,Low,1
5008295,F,Y,Y,3,87965.5,Pensioner,Incomplete higher,Married,House / apartment,0,1,1,Cooking staff,5,51.2,1,0.0,17593.1,Low,1
5008296,F,Y,Y,3,171118.02,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,Drivers,5,40.8,1,0.0,34223.6,Medium,0
5008297,F,Y,Y,0,39352.32,Commercial associate,Higher education,Widow,House / apartment,0,0,0,Medicine staff,2,61.8,0,10.9,19676.16,Low,1
5008298,M,Y,Y,0,113326.67,Working,Secondary / secondary special,Widow,Rented apartment,0,1,0,High skill tech staff,2,60.4,0,3.8,56663.34,Medium,1
5008299,F,Y,Y,2,33870.77,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,3,39.2,1,0.0,11290.26,Low,1
5008300,F,N,Y,0,48962.02,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,27.7,0,1.0,24481.01,Low,0
5008301,M,N,Y,2,96824.75,Working,Higher education,Married,With parents,0,1,0,Core staff,4,32.9,0,4.0,24206.19,Low,0
5008302,F,Y,Y,0,63808.35,Pensioner,Incomplete higher,Married,House / apartment,1,1,0,Core staff,2,64.9,1,0.0,31904.18,Low,1
5008303,M,Y,Y,1,151336.26,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,High skill tech staff,3,44.8,0,3.7,50445.42,Medium,1
5008304,M,N,Y,0,77983.48,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Security staff,1,65.4,0,7.5,77983.48,Low,1
5008305,M,N,N,2,94892.35,Pensioner,Secondary / secondary special,Married,With parents,0,1,0,Security staff,4,61.9,1,0.0,23723.09,Low,1
5008306,M,N,N,0,51796.23,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2,60.0,0,16.6,25898.12,Low,1
5008307,M,Y,Y,0,43509.34,Working,Higher education,Single / not married,House / apartment,0,1,0,Managers,1,36.8,0,1.0,43509.34,Low,0
5008308,M,N,Y,0,41028.49,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,55.6,0,0.4,20514.24,Low,0
5008309,F,N,Y,1,45822.33,State servant,Secondary / secondary special,Widow,Municipal apartment,0,0,0,Cooking staff,3,49.6,0,0.5,15274.11,Low,0
5008310,F,Y,N,0,51664.51,Working,Higher education,Civil marriage,House / apartment,1,1,0,Medicine staff,2,57.8,0,19.6,25832.26,Low,1
5008311,M,N,Y,1,130424.51,Working,Higher education,Single / not married,House / apartment,0,0,0,Managers,2,32.9,0,6.2,65212.26,Medium,0
5008312,M,N,Y,0,89473.79,Working,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2,42.9,0,5.9,44736.9,Low,1
5008313,F,Y,Y,2,38604.89,Working,Higher education,Married,House / apartment,0,1,0,High skill tech staff,4,52.5,0,24.2,9651.22,Low,0
5008314,M,N,Y,0,59519.93,Working,Higher education,Single / not married,House / apartment,0,0,1,Private service staff,1,60.7,0,0.2,59519.93,Low,1
5008315,M,N,Y,2,72028.74,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,4,24.0,0,1.1,18007.19,Low,0
5008316,F,N,N,1,317021.87,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,3,66.4,1,0.0,105673.96,High,1
5008317,F,N,Y,0,73444.79,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Security staff,2,40.0,0,1.7,36722.39,Low,0
5008318,F,Y,Y,0,91749.21,Commercial associate,Higher education,Married,House / apartment,0,0,0,Cleaning staff,2,26.5,0,0.0,45874.6,Low,0
5008319,F,N,N,3,44525.47,Commercial associate,Higher education,Married,House / apartment,0,1,0,Accountants,5,27.1,0,8.8,8905.09,Low,1
5008320,M,N,Y,0,104854.02,Working,Higher education,Married,House / apartment,0,1,0,Managers,2,20.0,0,9.3,52427.01,Medium,0
5008321,F,N,Y,1,145834.05,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2,29.9,0,4.6,72917.02,Medium,0
5008322,M,Y,Y,0,67818.46,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,High skill tech staff,2,37.5,0,3.2,33909.23,Low,1
5008323,M,Y,Y,3,99483.62,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,5,56.3,0,5.8,19896.72,Low,0
5008324,M,N,N,1,97512.89,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,Cleaning staff,3,55.0,0,0.5,32504.3,Low,0
5008325,F,N,Y,3,75714.63,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Laborers,5,48.9,0,0.5,15142.93,Low,1
5008326,M,N,N,2,139453.16,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,4,51.8,0,9.7,34863.29,Medium,1
5008327,F,Y,N,0,49052.94,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Security staff,2,54.1,0,16.1,24526.47,Low,1
5008328,F,Y,Y,0,47283.27,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,55.5,0,0.2,23641.64,Low,1
5008329,F,Y,Y,0,73293.35,Commercial associate,Higher education,Married,House / apartment,1,0,0,Medicine staff,2,52.3,0,1.8,36646.68,Low,1
5008330,F,N,Y,0,60677.62,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,2,31.0,0,14.9,30338.81,Low,0
5008331,F,N,N,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,44.2,0,17.8,13500.0,Low,1
5008332,F,N,Y,0,50733.01,State servant,Secondary / secondary special,Married,With parents,1,0,0,Cooking staff,2,54.6,0,2.7,25366.5,Low,1
5008333,M,Y,Y,2,27000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Core staff,3,20.0,0,3.1,9000.0,Low,0
5008334,F,Y,N,0,62298.89,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Sales staff,1,45.8,0,1.8,62298.89,Low,1
5008335,F,N,Y,0,104466.0,Student,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Managers,1,39.2,0,3.3,104466.0,Medium,0
5008336,F,N,Y,1,75137.16,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Private service staff,3,30.7,0,1.7,25045.72,Low,0
5008337,F,N,Y,2,78175.79,Pensioner,Secondary / secondary special,Married,Office apartment,1,0,0,Core staff,4,44.2,1,0.0,19543.95,Low,1
5008338,F,Y,Y,0,67657.96,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,41.2,0,5.2,33828.98,Low,1
5008339,F,N,Y,0,81295.1,Working,Incomplete higher,Married,House / apartment,1,1,0,Managers,2,32.6,0,6.4,40647.55,Low,0
5008340,F,Y,N,0,300278.66,Pensioner,Secondary / secondary special,Civil marriage,With parents,0,1,0,Drivers,2,44.2,1,0.0,150139.33,High,1
5008341,F,N,Y,0,61324.34,Working,Incomplete higher,Married,With parents,0,0,0,Drivers,2,35.5,0,5.0,30662.17,Low,0
5008342,M,N,Y,1,72647.33,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Laborers,2,47.4,0,2.8,36323.66,Low,0
5008343,F,N,Y,1,47464.32,Commercial associate,Higher education,Widow,Office apartment,0,0,1,Core staff,3,54.6,0,3.8,15821.44,Low,0
5008344,F,N,N,2,28230.39,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,4,43.5,0,1.8,7057.6,Low,1
5008345,F,Y,N,3,83513.71,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,5,57.0,0,10.2,16702.74,Low,1
5008346,F,Y,Y,3,128781.45,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,5,51.8,1,0.0,25756.29,Medium,1
